"","q2","q3","q4","q11","q61","q62","q63","q64","q68","q69"
"2636",1943,1,10,2,8,14,1,2,1,-8
"2637",1964,1,10,5,9,21,NA,2,1,72000
"2638",1965,1,10,-9,9,21,NA,4,3,-8
"2639",1997,1,9,2,5,6,2,2,3,35000
"2640",1999,1,10,1,5,22,3,2,1,35000
"2641",1988,1,10,2,5,21,NA,2,1,90000
"2642",1966,2,10,5,9,21,NA,13,1,145000
"2643",1997,2,10,-9,5,6,1,13,6,-9
"2644",1981,1,10,-9,9,20,1,13,1,90000
"2645",1960,1,10,-9,7,9,2,2,3,110000
"2646",1998,1,10,2,7,14,2,2,1,170000
"2647",1994,2,10,-9,9,21,NA,2,1,115000
"2648",1956,1,10,2,8,6,1,2,1,1e+05
"2649",1983,1,10,-9,7,21,NA,2,3,125000
"2650",1983,1,10,1,9,21,NA,2,1,50000
"2651",1999,2,5,NA,8,21,NA,4,9,-9
"2652",1982,1,10,1,9,1,2,2,1,190000
"2653",1960,2,10,5,6,21,NA,2,1,80000
"2654",1974,2,10,3,8,21,NA,13,1,30000
"2655",1935,1,10,1,7,21,NA,13,4,33000
"2656",1968,2,10,2,7,12,2,2,3,-8
"2657",1970,1,10,1,9,13,1,4,3,150000
"2658",1984,1,10,1,9,21,NA,2,1,135000
"2659",1976,1,10,1,9,21,NA,13,1,2e+05
"2660",2000,1,9,3,8,14,2,13,6,-9
"2661",1970,1,10,1,7,10,1,7,3,75000
"2662",1962,2,10,-8,9,-8,4,2,5,-8
"2663",1985,1,10,3,9,21,NA,13,1,160000
"2664",1951,1,10,1,7,-8,1,13,4,-8
"2665",1962,1,10,-9,7,14,1,2,1,-9
"2666",1972,2,10,NA,9,21,NA,2,1,90000
"2667",1973,1,10,2,9,21,NA,2,1,150000
"2668",1973,1,10,-9,5,21,NA,2,1,76000
"2669",1977,1,10,1,10,21,NA,2,3,-8
"2670",1977,1,10,5,10,21,NA,2,1,-8
"2671",1974,2,10,-9,9,5,1,13,1,150000
"2672",1986,1,10,2,7,14,4,2,3,39000
"2673",1961,2,10,2,9,21,NA,2,3,-8
"2674",1973,1,10,2,9,14,1,2,1,120000
"2675",1984,1,10,6,9,21,NA,2,1,-8
"2676",1974,2,10,3,11,21,NA,2,8,120000
"2677",1961,1,10,1,5,21,NA,2,1,60000
"2678",1989,2,10,2,9,21,NA,2,1,-8
"2679",1956,1,10,1,5,20,1,2,1,150000
"2680",1951,2,10,1,10,6,2,2,4,180000
"2681",1958,2,10,2,9,17,2,2,2,-8
"2682",1980,2,10,-9,9,21,NA,2,1,3e+05
"2683",1971,2,10,5,11,3,2,2,1,1e+05
"2684",1962,1,6,1,9,20,1,2,1,2e+05
"2685",1956,1,10,1,7,21,NA,13,3,-8
"2686",2001,1,10,2,5,21,NA,1,6,280000
"2687",1982,2,1,2,7,21,NA,2,1,75000
"2688",1984,1,10,-9,9,21,NA,13,1,1e+05
"2689",1991,2,10,5,9,22,2,2,2,-9
"2690",1977,1,10,2,5,14,2,2,10,110000
"2691",1950,1,10,1,5,21,NA,2,4,20000
"2692",1976,1,10,2,9,11,-8,7,1,-8
"2693",1962,2,10,-9,7,21,NA,2,4,50000
"2694",1982,1,10,-9,8,21,NA,2,6,-8
"2695",1952,2,10,3,7,21,NA,2,3,112000
"2696",1995,2,10,3,9,5,1,2,1,45000
"2697",1972,2,10,3,9,21,NA,2,1,-8
"2698",1995,1,10,1,8,21,NA,4,1,90000
"2699",1981,1,10,2,10,6,1,2,3,350000
"2700",1981,1,10,2,5,21,NA,2,1,0
"2701",1951,1,10,-8,3,6,3,2,4,-8
"2702",1964,1,10,-9,5,21,NA,2,1,150000
"2703",1972,2,10,5,7,21,NA,2,1,172000
"2704",1939,1,10,NA,11,14,1,13,4,-9
"2705",1954,1,10,1,9,21,NA,2,4,-8
"2706",1978,2,10,1,9,14,4,2,1,225000
"2707",1986,2,10,-9,9,10,4,7,1,120000
"2708",1990,1,10,1,10,21,NA,2,1,110000
"2709",1960,1,10,1,7,21,NA,2,3,110000
"2710",1960,2,10,2,6,6,1,2,2,64000
"2711",1957,1,10,5,6,14,2,2,1,49000
"2712",1954,2,6,-9,11,1,-8,3,1,75000
"2713",1979,1,10,NA,7,21,NA,2,1,120000
"2714",1987,1,10,-9,9,21,NA,4,2,-9
"2715",1997,2,10,1,5,21,NA,2,2,60000
"2716",1987,2,3,1,10,6,3,2,1,72000
"2717",1990,1,1,1,10,1,3,2,1,82000
"2718",1954,1,1,-9,7,6,3,2,3,-8
"2719",1998,1,1,-9,7,14,2,2,1,107000
"2720",1972,1,2,-8,8,21,NA,2,2,360000
"2721",1955,1,2,3,10,21,NA,3,4,55000
"2722",1984,2,2,5,10,21,NA,2,6,9000
"2723",1991,1,4,1,9,21,NA,2,2,65000
"2724",1952,1,2,NA,11,21,NA,13,3,325000
"2725",1947,2,2,1,8,12,2,2,11,40000
"2726",1971,2,2,2,8,21,NA,2,1,90000
"2727",1961,1,2,7,9,6,2,2,1,280000
"2728",1951,1,2,2,7,21,NA,2,4,95000
"2729",1980,1,2,2,7,6,4,2,1,130000
"2730",1948,2,2,2,5,6,1,2,4,-8
"2731",1979,1,2,5,9,21,NA,2,1,80000
"2732",1987,2,2,5,7,21,NA,2,1,66000
"2733",1958,2,2,1,10,21,NA,2,4,2e+05
"2734",1998,1,2,1,8,7,2,2,9,-9
"2735",1957,1,2,1,9,12,3,2,4,290000
"2736",1999,1,3,-8,5,-8,1,2,6,-8
"2737",1977,1,2,1,7,6,2,2,12,28000
"2738",1996,1,2,2,9,6,3,2,1,15000
"2739",1982,1,3,2,8,21,NA,2,1,46000
"2740",1969,2,2,1,11,1,3,2,1,6e+05
"2741",1958,2,2,2,10,6,1,2,1,95000
"2742",1949,1,2,NA,9,21,NA,3,4,-8
"2743",1957,1,2,2,8,3,1,2,11,1e+05
"2744",1989,1,2,3,7,-9,NA,2,9,20000
"2745",1965,2,3,3,8,6,2,2,10,32000
"2746",1988,2,2,-8,7,9,2,2,1,9000
"2747",1982,1,2,-8,7,14,1,2,1,-8
"2748",1948,2,2,1,8,21,NA,2,4,-8
"2749",1993,1,2,6,7,21,NA,2,1,-9
"2750",1949,1,2,1,11,6,1,2,3,90000
"2751",1953,2,2,2,9,1,1,13,4,21000
"2752",1962,1,2,5,-8,-8,-8,2,4,50000
"2753",1986,1,2,5,9,21,NA,2,1,105000
"2754",1971,2,2,-9,9,21,NA,2,1,45000
"2755",1950,1,2,-9,2,12,2,2,4,16000
"2756",1945,1,2,2,8,6,1,2,4,90000
"2757",1990,2,2,2,7,6,1,2,2,-9
"2758",1978,2,2,1,9,21,NA,13,1,140000
"2759",2000,1,4,5,5,9,2,2,1,-9
"2760",1956,1,2,-9,9,1,2,2,3,2e+05
"2761",1956,1,2,1,8,21,NA,3,12,28000
"2762",1946,1,2,1,5,9,2,2,2,44000
"2763",1958,1,2,-9,9,21,NA,9,4,80000
"2764",1975,1,2,-9,5,21,NA,2,1,0
"2765",1954,2,2,5,5,12,2,2,4,-9
"2766",1952,2,2,1,7,6,1,2,4,-8
"2767",1977,1,2,-9,5,6,1,2,1,45000
"2768",1973,2,2,-9,9,21,NA,2,1,90000
"2769",1999,1,4,5,5,21,NA,2,6,-8
"2770",1967,1,2,2,4,9,2,2,1,68000
"2771",1996,1,3,-9,7,22,2,2,9,0
"2772",1992,1,2,2,9,14,2,2,1,170000
"2773",1986,1,10,5,7,22,1,2,5,50000
"2774",1987,1,2,5,8,6,3,2,1,62000
"2775",1979,2,2,5,11,12,3,2,1,2e+05
"2776",1959,2,2,1,4,6,3,1,4,10000
"2777",1982,1,2,7,7,6,2,3,1,90000
"2778",1934,1,2,-8,10,21,NA,2,11,-8
"2779",1982,2,2,2,7,6,1,2,3,86000
"2780",1991,1,2,-9,9,21,NA,2,1,-8
"2781",1995,1,2,3,7,21,NA,2,1,60000
"2782",1945,1,2,1,8,21,NA,2,4,65000
"2783",1993,2,2,3,6,12,1,2,6,34000
"2784",1967,2,2,1,7,6,2,3,3,1e+05
"2785",1998,1,3,5,7,21,NA,2,2,14000
"2786",1964,2,3,-9,7,1,2,2,1,80000
"2787",1993,1,3,-9,7,21,NA,2,1,65000
"2788",1954,2,3,-9,10,14,3,2,11,150000
"2789",1952,2,3,2,7,6,2,2,2,55000
"2790",1957,2,3,-9,9,14,2,2,4,50000
"2791",1969,2,3,2,6,12,2,2,1,-9
"2792",1975,2,3,-9,7,21,NA,2,1,1e+05
"2793",1960,1,3,2,7,6,3,2,1,90000
"2794",1987,2,3,2,7,3,2,2,2,23000
"2795",1956,2,3,2,9,12,2,2,11,75000
"2796",1974,1,3,2,5,6,3,2,1,52000
"2797",1960,1,3,-8,5,6,1,2,1,-8
"2798",1955,1,3,2,5,12,2,2,11,65000
"2799",1979,1,3,5,9,21,NA,2,9,45000
"2800",1963,2,3,1,7,6,2,2,1,145000
"2801",1968,2,3,1,5,17,2,2,1,75000
"2802",1960,1,3,NA,4,6,2,2,12,40000
"2803",1970,1,3,3,9,21,NA,2,3,350000
"2804",1971,1,3,2,11,21,NA,2,3,185000
"2805",1995,1,3,1,8,2,2,13,6,20000
"2806",1960,1,3,-8,7,21,NA,2,1,1e+05
"2807",1969,1,3,1,7,1,2,13,1,65000
"2808",1996,1,3,5,7,6,2,2,1,20000
"2809",1957,2,3,1,9,6,1,3,4,1e+05
"2810",1969,1,9,-9,7,21,NA,2,1,-9
"2811",1965,1,3,3,9,12,2,2,1,220000
"2812",1979,2,3,3,9,21,NA,2,8,90000
"2813",1978,1,3,1,10,6,3,2,3,2e+05
"2814",1952,1,1,-9,8,1,3,2,4,1e+05
"2815",1948,2,1,-9,10,1,2,2,4,170000
"2816",1967,1,1,-9,5,1,1,2,3,140000
"2817",2001,2,1,3,5,21,NA,2,6,-9
"2818",1966,2,1,1,7,1,1,2,1,-8
"2819",1972,1,4,-9,9,6,2,2,1,240000
"2820",1956,1,1,1,7,14,2,2,4,85000
"2821",1971,2,1,5,7,6,2,2,12,-8
"2822",1946,1,1,1,8,14,3,2,4,-8
"2823",1956,2,1,1,9,1,2,2,4,-9
"2824",1974,1,1,-9,5,1,2,2,5,28000
"2825",1967,2,1,1,8,4,3,2,1,140000
"2826",1931,2,1,2,5,12,1,2,4,25000
"2827",1974,2,1,1,7,6,2,2,1,175000
"2828",1984,1,9,2,9,21,NA,2,1,230000
"2829",1958,1,1,3,10,6,4,2,1,2e+05
"2830",1985,1,9,2,6,14,2,2,1,130000
"2831",1961,1,1,2,4,1,1,2,2,40000
"2832",1955,1,1,1,10,14,1,2,4,80000
"2833",1992,1,1,3,11,21,NA,5,9,18000
"2834",1945,1,1,-8,10,6,2,2,4,-8
"2835",1939,2,1,1,4,1,1,2,4,50000
"2836",1971,2,1,-9,7,21,NA,2,1,-8
"2837",1957,1,1,2,7,6,2,2,4,0
"2838",1981,1,1,-9,9,21,NA,2,1,-8
"2839",1972,1,1,3,7,21,NA,2,11,35000
"2840",1973,1,1,2,6,4,2,2,1,132000
"2841",1952,1,1,2,7,12,1,2,4,70000
"2842",1955,1,1,2,9,14,1,2,4,1e+05
"2843",1990,1,1,NA,7,12,1,2,2,60000
"2844",1986,2,1,1,9,22,3,2,1,267000
"2845",1988,1,1,1,9,12,4,2,1,119000
"2846",1964,1,1,1,7,12,2,2,1,60000
"2847",1954,1,1,-9,2,12,1,2,4,-9
"2848",1979,1,1,5,9,21,NA,2,1,42000
"2849",1965,2,1,-9,7,21,NA,2,4,-9
"2850",1970,1,1,2,7,14,1,2,1,110000
"2851",1943,2,1,-9,7,1,2,2,3,150000
"2852",1978,1,1,3,9,1,4,2,1,210000
"2853",1949,1,1,3,10,1,3,2,11,0
"2854",1966,2,1,-9,7,6,2,2,2,35000
"2855",1938,2,1,1,9,1,2,2,4,-8
"2856",1974,1,1,3,7,1,3,2,1,-8
"2857",1942,1,1,1,9,6,2,2,11,90000
"2858",1957,1,1,3,8,21,NA,2,5,40000
"2859",1985,2,1,-9,9,6,3,2,1,60000
"2860",1951,2,1,-8,7,4,1,2,4,-8
"2861",1998,1,1,-8,8,21,NA,2,9,-9
"2862",1994,2,1,3,5,14,3,2,9,20000
"2863",1951,2,1,-9,4,6,1,2,4,-9
"2864",1990,1,1,2,7,21,NA,2,1,115000
"2865",1964,1,1,9,7,14,2,2,3,150000
"2866",1953,1,1,2,9,22,1,2,4,80000
"2867",1956,1,1,3,7,7,3,2,4,7000
"2868",1966,1,1,2,8,4,1,2,1,0
"2869",1962,2,1,1,5,6,2,13,2,20000
"2870",1940,2,1,1,9,1,1,2,4,-8
"2871",1958,1,1,5,5,21,NA,2,3,50000
"2872",1973,2,1,NA,7,6,2,2,5,90000
"2873",1974,2,1,2,7,1,1,2,5,55000
"2874",1977,2,6,3,10,7,1,13,1,120000
"2875",1973,1,6,1,9,6,3,2,1,120000
"2876",1952,2,6,1,9,1,1,2,4,-8
"2877",1966,2,6,1,10,21,NA,2,1,250000
"2878",1959,2,6,-9,9,21,NA,2,8,-8
"2879",1969,1,6,3,9,21,NA,2,1,137000
"2880",1980,1,6,7,9,6,1,2,1,4e+05
"2881",1977,2,6,2,10,6,1,2,1,260000
"2882",1992,2,6,3,10,21,NA,2,3,11000
"2883",1973,1,6,2,7,6,3,2,1,178000
"2884",1952,1,6,-9,10,9,1,2,1,60000
"2885",1961,1,6,1,7,9,2,2,1,170000
"2886",1980,1,6,2,5,21,NA,2,3,56000
"2887",1952,1,6,3,5,7,3,2,4,-9
"2888",1963,2,6,-8,10,21,NA,13,10,38000
"2889",1992,2,6,2,7,21,NA,2,1,60000
"2890",1960,2,6,1,7,12,3,2,1,90000
"2891",1969,1,6,5,9,21,NA,2,3,259000
"2892",1980,2,6,-9,11,21,NA,2,1,0
"2893",1956,1,6,1,9,21,NA,13,4,-8
"2894",1977,1,6,-9,7,22,2,2,1,0
"2895",1976,1,6,-9,10,2,1,13,1,-8
"2896",1967,1,6,3,9,21,NA,2,1,98000
"2897",1987,1,5,5,8,21,NA,2,5,40000
"2898",1973,2,6,5,5,1,3,2,8,50000
"2899",1961,2,6,3,9,6,3,2,3,211000
"2900",1944,1,6,2,8,21,NA,13,4,55000
"2901",1964,2,6,2,6,1,2,2,3,28000
"2902",1974,1,6,-9,5,6,2,2,1,160000
"2903",1978,1,6,2,9,6,3,7,1,-8
"2904",2000,1,6,2,8,21,NA,2,3,-8
"2905",1960,1,6,2,5,9,3,2,1,78000
"2906",1984,1,6,1,10,6,1,10,1,110000
"2907",1966,1,6,2,7,1,3,2,1,230000
"2908",1969,2,6,-9,11,6,3,2,3,-9
"2909",1981,1,6,2,7,6,2,2,1,-8
"2910",1984,2,6,3,4,-9,4,2,5,63000
"2911",1991,2,6,3,8,21,NA,2,9,-9
"2912",1975,1,6,1,9,8,2,2,1,210000
"2913",1980,1,6,1,9,21,NA,13,1,2e+05
"2914",1966,2,6,3,6,22,2,3,11,2e+05
"2915",1976,2,6,1,9,6,1,8,1,-8
"2916",1967,2,6,1,6,21,NA,2,1,48000
"2917",1965,2,6,-9,7,7,2,2,4,-8
"2918",1956,1,6,2,8,14,1,2,1,101000
"2919",1977,1,5,1,9,21,NA,2,1,0
"2920",1985,2,6,-9,9,-9,NA,2,9,20000
"2921",1992,1,6,3,5,14,3,2,1,140000
"2922",1974,1,6,-9,5,6,2,10,1,140000
"2923",1970,1,6,2,10,12,2,2,3,450000
"2924",1977,2,6,-9,7,21,NA,2,1,175000
"2925",1982,2,6,-9,10,21,NA,4,5,140000
"2926",1989,2,9,3,9,21,NA,2,1,80000
"2927",1991,1,6,1,7,21,NA,2,1,40000
"2928",1970,2,6,-9,5,6,2,2,4,110000
"2929",1955,2,6,1,7,6,1,2,4,1e+05
"2930",1962,2,6,1,7,14,2,2,8,120000
"2931",1960,1,6,1,8,21,NA,2,1,224000
"2932",1947,1,6,-9,5,6,3,13,4,70000
"2933",1970,2,6,2,10,21,NA,2,3,375000
"2934",1960,1,6,1,8,21,NA,2,4,120000
"2935",1964,1,6,-9,7,6,1,2,1,-8
"2936",1948,1,6,-9,5,9,2,2,4,25000
"2937",1992,2,6,-9,9,21,NA,2,2,90000
"2938",1977,1,6,1,9,21,NA,2,1,110000
"2939",1951,2,6,-8,5,6,1,13,4,-9
"2940",1946,2,6,-8,8,6,1,2,2,52000
"2941",1987,1,6,2,9,6,4,2,1,125000
"2942",1990,1,6,2,9,21,NA,2,3,95000
"2943",1955,1,6,2,8,21,NA,2,4,45000
"2944",1949,2,6,1,5,9,2,2,11,25000
"2945",1972,1,6,1,8,6,1,2,10,2e+05
"2946",1965,2,6,1,7,6,2,2,1,2e+05
"2947",1970,1,6,1,7,2,2,13,3,60000
"2948",1991,1,6,NA,9,21,NA,-8,2,-9
"2949",1971,1,6,1,9,9,3,2,1,170000
"2950",1973,1,6,2,7,11,3,13,1,140000
"2951",1953,1,6,-9,9,21,NA,2,4,60000
"2952",1959,2,6,2,7,12,2,2,3,60000
"2953",1930,1,6,1,3,8,1,13,4,-9
"2954",1990,1,6,3,9,21,NA,2,3,65000
"2955",1971,2,6,-9,9,21,NA,2,1,180000
"2956",1956,2,6,1,9,5,2,2,4,43000
"2957",1955,2,6,1,9,1,2,2,4,90000
"2958",1959,1,6,2,9,6,3,2,4,150000
"2959",1952,1,6,2,9,21,NA,2,1,0
"2960",1996,2,6,1,9,2,1,13,2,150000
"2961",1950,1,6,-8,7,21,NA,13,4,-8
"2962",1980,2,6,1,11,21,NA,-9,1,170000
"2963",1994,2,6,2,9,6,2,2,1,120000
"2964",1968,1,6,1,7,21,NA,2,1,280000
"2965",1990,2,6,2,7,14,2,2,10,1e+05
"2966",1948,2,6,1,9,15,2,2,4,-8
"2967",1961,1,6,1,7,6,3,2,1,120000
"2968",1978,2,6,5,6,6,2,2,1,130000
"2969",2001,2,6,3,5,21,NA,2,1,-9
"2970",1962,2,6,1,5,6,2,11,1,98000
"2971",1989,1,6,1,9,21,NA,2,7,60000
"2972",1959,2,6,3,7,1,1,2,1,104000
"2973",1979,2,6,-9,6,21,NA,13,3,90000
"2974",1980,1,6,3,11,21,NA,2,3,-9
"2975",1965,1,6,-9,7,21,NA,2,1,70000
"2976",1971,2,6,1,7,21,NA,2,1,150000
"2977",1975,2,6,-8,11,6,2,2,1,-8
"2978",1989,1,6,-9,10,6,1,8,1,95000
"2979",1955,2,6,2,6,22,1,2,4,48000
"2980",1987,2,6,1,7,22,2,2,7,-9
"2981",1996,1,6,1,9,6,2,13,1,65000
"2982",1991,1,6,1,9,21,NA,2,1,33000
"2983",1952,2,6,1,7,6,1,2,4,110000
"2984",1991,2,6,-9,7,14,2,13,1,0
"2985",1962,2,6,-8,9,14,1,2,2,80000
"2986",1974,1,6,-9,7,8,2,2,10,170000
"2987",1968,1,6,-9,9,12,4,2,1,-8
"2988",1981,1,6,-8,7,21,NA,2,3,-8
"2989",1955,1,6,2,6,1,2,2,3,320000
"2990",1949,1,6,-9,8,6,2,2,4,90000
"2991",1968,1,6,2,9,21,NA,13,3,70000
"2992",1962,1,6,3,5,-9,NA,2,3,-8
"2993",1965,1,6,2,2,6,3,2,1,65000
"2994",1981,1,6,1,10,4,2,2,1,-8
"2995",1971,1,6,-9,10,15,2,2,1,5e+05
"2996",1947,2,6,5,11,15,2,13,4,175000
"2997",1949,1,6,1,7,21,NA,4,4,22000
"2998",1965,1,6,1,9,17,2,2,1,-8
"2999",1988,2,6,5,7,14,2,2,7,450000
"3000",1954,1,6,-9,7,21,NA,2,8,12000
"3001",1962,1,6,5,10,21,NA,2,11,50000
"3002",1989,2,6,3,10,21,NA,3,1,1e+05
"3003",1971,2,6,-8,7,-9,NA,13,3,53000
"3004",1957,1,6,2,5,3,2,2,8,14000
"3005",2001,1,6,5,5,21,NA,2,6,-9
"3006",1960,2,6,-9,9,6,2,2,1,-9
"3007",1973,2,6,-9,9,21,NA,4,3,120000
"3008",1959,1,6,1,10,21,NA,2,1,475000
"3009",1976,1,6,3,5,6,2,2,8,30000
"3010",1998,1,6,3,8,14,2,2,9,28000
"3011",1968,2,6,1,7,12,3,2,1,70000
"3012",1974,2,6,2,10,4,1,2,1,150000
"3013",1996,2,6,3,9,5,3,2,1,75000
"3014",1993,2,6,NA,9,21,NA,2,1,-9
"3015",1954,1,6,2,7,21,NA,2,4,-8
"3016",1989,1,6,5,11,21,NA,2,1,1e+05
"3017",1966,2,6,1,10,-9,2,2,4,0
"3018",1976,2,6,1,9,14,3,13,8,105000
"3019",1956,1,3,2,9,6,3,2,4,140000
"3020",1955,1,6,2,7,21,NA,2,4,115000
"3021",1960,2,6,1,8,1,1,2,1,95000
"3022",1977,2,6,5,11,12,3,2,3,2e+05
"3023",1960,2,6,2,7,12,4,2,8,185000
"3024",1962,1,6,2,11,21,NA,13,3,80000
"3025",1955,2,6,-9,9,22,1,-8,8,-8
"3026",1971,1,6,-8,9,14,2,2,3,175000
"3027",1942,2,6,-9,6,17,1,2,4,-8
"3028",1949,2,6,1,11,9,2,2,2,26000
"3029",1964,2,6,1,9,6,2,2,1,150000
"3030",1988,1,6,1,9,6,2,2,1,120000
"3031",1972,2,6,2,9,9,2,2,3,350000
"3032",1961,1,6,2,9,21,NA,2,1,30000
"3033",1942,1,6,1,9,9,2,2,4,150000
"3034",1966,2,6,-9,9,15,2,2,3,40000
"3035",1961,2,6,1,11,1,1,2,1,260000
"3036",1973,1,6,2,8,21,NA,2,3,140000
"3037",1977,1,6,2,7,15,2,13,3,70000
"3038",1951,1,6,3,11,21,NA,2,4,-8
"3039",1997,2,6,3,8,4,1,2,12,-9
"3040",1968,2,6,-9,9,15,1,9,1,230000
"3041",1993,1,6,1,7,6,2,2,1,80000
"3042",1982,2,6,1,9,7,2,2,2,160000
"3043",1967,1,6,2,9,21,NA,13,1,-9
"3044",1970,2,6,2,7,12,3,2,1,165000
"3045",1992,2,6,1,10,15,2,2,1,122000
"3046",1940,1,6,2,8,9,2,2,3,170000
"3047",1972,2,6,5,9,4,3,2,1,80000
"3048",1987,2,6,2,7,21,NA,2,7,10000
"3049",1963,1,6,1,9,21,NA,4,1,180000
"3050",1947,1,6,-9,9,12,2,2,4,120000
"3051",1977,1,6,2,9,11,2,2,1,350000
"3052",1977,1,6,3,10,21,NA,2,1,140000
"3053",1970,1,6,1,9,2,1,13,1,-8
"3054",1972,2,5,-9,5,6,1,13,2,25000
"3055",1957,1,6,2,9,9,1,2,11,-8
"3056",1983,1,6,2,7,21,NA,2,10,77000
"3057",1959,2,6,-8,10,-8,2,2,1,-8
"3058",1986,1,6,1,7,3,2,13,1,80000
"3059",1986,1,6,3,9,-9,3,2,1,-8
"3060",1998,1,6,5,9,22,1,2,1,31000
"3061",1979,1,6,-9,7,-9,NA,2,1,70000
"3062",1958,2,8,2,5,6,2,2,1,98000
"3063",1985,2,8,-9,7,17,3,2,12,-8
"3064",1975,1,8,3,7,22,2,2,5,-9
"3065",1989,1,8,3,8,21,NA,2,9,60000
"3066",1997,2,9,2,9,22,1,2,9,-9
"3067",1984,2,8,-9,9,21,NA,2,1,80000
"3068",1984,2,8,1,10,21,NA,2,3,67000
"3069",1985,2,8,1,7,21,NA,2,1,60000
"3070",1998,1,8,1,8,21,NA,2,9,-9
"3071",1990,1,8,-9,10,21,NA,2,6,0
"3072",1996,1,8,3,9,21,NA,2,3,40000
"3073",1979,2,8,-9,5,21,NA,2,1,-9
"3074",1950,1,8,2,7,17,1,2,1,-9
"3075",1996,2,8,NA,8,6,3,2,9,30000
"3076",1988,1,8,1,9,21,NA,2,1,60000
"3077",1976,2,8,-9,8,12,3,2,1,110000
"3078",1990,1,8,-9,9,-8,3,7,3,60000
"3079",1992,1,8,2,5,21,NA,2,1,130000
"3080",1991,1,8,2,5,22,2,2,1,58000
"3081",1994,2,8,2,9,-9,NA,2,1,110000
"3082",2001,1,9,2,5,-9,NA,2,1,60000
"3083",1954,1,8,1,10,6,4,2,5,1e+05
"3084",1987,2,9,2,9,17,1,2,1,140000
"3085",1968,1,8,-9,11,21,NA,3,1,75000
"3086",1972,2,8,2,9,6,3,3,1,65000
"3087",1971,1,8,-9,7,21,NA,2,1,140000
"3088",1990,2,8,-9,10,12,3,2,1,275000
"3089",1970,2,8,-9,6,6,1,2,2,25000
"3090",1998,1,8,2,5,21,NA,13,6,1e+05
"3091",1992,1,8,2,11,14,1,2,1,75000
"3092",1974,1,8,-9,5,6,1,2,8,12000
"3093",1997,2,8,2,5,14,2,2,1,30000
"3094",1979,1,8,3,4,6,1,2,1,-9
"3095",1939,1,8,1,3,6,2,13,4,19000
"3096",1979,1,8,2,9,21,NA,2,1,150000
"3097",1986,2,8,2,6,14,1,2,3,1e+05
"3098",1971,1,8,2,5,12,3,2,3,195000
"3099",1996,2,8,7,9,21,NA,2,2,-9
"3100",1974,1,8,1,9,21,NA,13,3,120000
"3101",1969,1,8,6,5,6,2,2,8,-9
"3102",1991,1,8,7,4,22,4,2,3,-8
"3103",1974,2,8,2,10,21,NA,2,1,152000
"3104",1969,2,8,2,5,6,1,2,1,95000
"3105",1999,2,9,1,8,21,NA,2,2,-9
"3106",1977,1,8,2,7,17,4,2,1,120000
"3107",1979,1,8,2,5,-9,NA,2,1,150000
"3108",1971,2,8,-9,8,21,NA,2,1,21000
"3109",1987,1,8,2,7,21,NA,2,1,70000
"3110",1959,1,8,2,9,21,NA,2,1,78000
"3111",1991,2,8,-9,9,21,NA,2,1,70000
"3112",1997,2,8,3,8,21,NA,2,9,-9
"3113",1995,1,8,1,9,21,NA,2,2,-9
"3114",1965,2,8,2,7,1,2,2,3,50000
"3115",1958,1,8,1,10,12,2,2,1,170000
"3116",1958,2,8,2,5,6,2,2,1,66000
"3117",1978,2,8,3,10,21,NA,4,1,47000
"3118",1978,2,8,2,7,21,NA,2,1,150000
"3119",1957,2,8,-8,9,14,1,2,1,95000
"3120",1984,2,6,6,5,14,2,2,7,120000
"3121",1997,1,8,2,5,21,NA,2,1,90000
"3122",1985,1,8,5,4,21,NA,2,1,75000
"3123",1972,1,8,2,5,6,2,2,3,250000
"3124",1996,2,8,3,9,21,NA,2,9,26000
"3125",2001,2,8,2,8,6,1,2,9,12000
"3126",1981,1,8,1,8,21,NA,2,1,2e+05
"3127",1980,1,8,-8,4,10,1,7,3,40000
"3128",1964,1,8,3,9,12,3,2,3,108000
"3129",1990,1,8,2,5,21,NA,2,1,55000
"3130",1967,1,8,3,5,21,NA,2,1,120000
"3131",1966,1,8,1,8,22,4,2,8,31000
"3132",1960,1,8,6,6,21,NA,2,1,72000
"3133",1995,1,9,2,9,21,NA,2,1,80000
"3134",1985,1,6,-8,10,11,1,7,1,-8
"3135",1979,1,8,-9,4,4,2,2,3,75000
"3136",1954,2,8,2,7,6,1,2,4,65000
"3137",1960,2,8,3,6,6,2,2,1,59000
"3138",1999,1,9,2,3,14,1,2,1,-9
"3139",1966,1,8,-8,8,-8,2,2,1,-8
"3140",1960,2,8,-9,9,6,2,2,1,110000
"3141",1975,1,8,2,9,17,3,2,1,160000
"3142",1989,1,8,2,4,6,2,2,1,65000
"3143",1969,2,8,-9,9,21,NA,2,1,-9
"3144",1969,1,8,2,9,21,NA,2,3,2e+06
"3145",1974,2,8,3,11,3,1,2,1,150000
"3146",1981,1,8,-9,4,5,4,2,8,-8
"3147",1981,1,9,2,5,21,NA,2,3,250000
"3148",1954,2,8,2,7,12,1,2,4,75000
"3149",1977,1,8,2,7,3,1,13,1,135000
"3150",1952,2,8,3,9,12,3,2,4,50000
"3151",1977,1,8,2,7,22,2,2,3,120000
"3152",1986,1,8,5,9,14,2,2,1,0
"3153",1949,2,8,2,4,22,1,2,12,-9
"3154",1988,1,8,1,7,3,2,2,3,19000
"3155",1997,1,9,2,7,14,2,2,1,-9
